review,sentiment
"Nice boarding in Madrid, very nice flight but flight attendent seems to be flying for the first time. My wife asked for a Low Fat Meal, we had to tell her both times that we had that meal, because somehow she seems to forget, nevertheless she had the seat number on the tray. This was on the Madrid to Doha Flight, the flight to Hong Kong was regular but I like the IFE better on Emirates, better tech on the Qatar but less choice.",Mixed
"Bangkok to Frankfurt via Doha. Before my flight, I have spoken to their Twitter. They respond within an hour, and if they don't, they apologise. During check in, it was chaotic and took me an hour. I understand since it's the big A380. The staff was nice, and answered all my questions. Apparently, the flight was overbooked. After tweeting this, Qatar airways was more than apologetic.  Boarding was orderly, and a flight attendant greeted me at the door. When I got to my row, I met a Canadian flight attendant who started conversations with everyone and did this throughout the flight if she wasn't busy.  She was very polite. Actually, all the flight attendants were polite and smiling. All of my flights left slightly late. The seat is comfortable however I had the last row so I had limited recline. Seats on the A380 and A350 are the same, and are very wide and comfortable. Legroom is sufficient for a 13 hour flight. One thing I would suggest they add would be a footrest. The TV screen is big, and touch screen responsive, rendering the remote useless. The food onboard was excellent. On the legs to and from Bangkok, The flight attendants saved a meal choice just for us. Try to choose the beef. Most of the time they have braised beef and potatoes, or spiced chicken. They are a bit sluggish, but still smile whenever they're interacting with passengers. I found the  red wine to be low quality. I didn't like all of the audio selections, but at least they had 5 Celine Dion and 4 Michael Jackson albums, which kept me entertained. Movie selection is good. During deplaning, the flight attedant gave me a tour of the upper deck including the bar, business and first class. During transit in Doha, security check is much more organised than Taipei or Narita airport, but there a rude staff member at gate check who refused to let me board with my friend who was a Gold card member. On the return flight, I met a nice lady at check in who was having conversations with me and appreciated me trying to speak French. During flight, one Romanian attendant asked me to help translate, and she was very friendly and had conversations with me. On the flight to bangkok, there was a Malaysian flight attendant who was also very nice and talkative (I'm also talkative) so we had too much conversation, she wasn't able to service other passengers. Overall, an amazing experience unlike any other airline. I look forward to flying Qatar Airways business class in the future, when I save up!",Mixed
"Doha to Riyadh. Excellent service, comfort, food and quality of aircraft. Shame it was only an hours flight. Were one of the first to board and were given hot towels and welcome drink. Air hostesses were very attentive and polite. Since this was an early morning flight were given breakfast which was of high quality. I recommend Qatar Airways.",Positive
"London Heathrow to Doha. Business Class in the A350 most the best compared to its competitors. The service from check in to the lounge up to the gate was excellent. Staff were very apologetic of the short delay from London and again due to missing out on the pre takeoff drink, which was offered to me after takeoff the air hostess apologised for the inconvenience. This aircraft has a 2 class configuration (Economy and Business) and they take customer service to the next level. Food was great and actually tasted great for airline food, especially the dessert. The full flatbed seats were in a 1x2x1 layout and were very comfortable.",Mixed
"Doha to London Heathrow in December 2016. Best Economy class ever flown. Seats were comfortable and in flight entertainment was great. We were on row 50 as we had an infant with us, the leg room was good for economy and near to the rest rooms. Service and staff attitude was excellent. Breakfast was okay and probably on par with Emirates.",Positive
Riyadh to Doha. Nice experience and can say Qatar Airways lived up to its expectation as a 5 star airline. Food was good and we were given the seat preferences as per check in. Flight was a little delayed due to late passengers but did not affect me as the connecting flight was later.,Mixed
"Tunis to Doha. The flight crew made me feel very welcome, so friendly and happy, and the flight manager was caring about the passenger one by one, she was smiling and offering to help with genuine smile and professional manner. The seat is amazingly comfortable and the entertainment is superb, the food is perfect and more than enough.",Positive
"Frankfurt to Windhoek return via Doha. Economy from Frankfurt to Doha was in a new A350. The seats were acceptable, large screen, but the movie program was a disappointment. I found the food horrible. Crew was very nice. Arrival in Doha on time. The connecting flight was almost 3 hrs late due to late incomming aircraft. A Boeing 787, narrow seats, (entertainment box under some seats, plugs for headphones hidden in armrest). Same bad food for me, and very nice crew.  Return flights were similar aircraft types with the same topics. I found the constant noise from the on/off signals for seat belts on a night flight quite annoying. After a few repetitions no one paid attention, since there were no turbulence to mention.",Mixed
"Doha to Alexandria. It was amazing flight, the cabin crew was so nice and the food good. The seat was comfortable and the airport facilities in Doha was awesome for me. The best airline, a good ticket price and excellent service and entertainment.",Positive
"Travelled Qatar Airways from Copenhagen - Doha - Kuala Lumpur on 4th and 5th March 2017. Flights on time. Excellent trips and service top notch. It can hardly get better in economy. Staff caring, respectful, trying to pamper me at great lengths. Check-in cooperative and discussed opportunities for upgrade which I eventually could not as my ticket was extremely much discounted (purchased through global sale). Lounge used in CPH is the Aspire, which is rubbish but QR are now negotiating with the new Lounge ÃÂAdventureÃÂ to change which could be a big boost. I was acknowledged as Platinum card holder on board and got extremely good attendance throughout. They prepared a special starter for me with rice-salad and cheese and wine. Drinks ad libitum, now only 1 white and 1 red wine available and no champagne. These 2 wines were ÃÂ to my taste ÃÂ extremely good. The white wine was South African produced from Pinot Gris grapes with an extremely rich taste. Were given 2 hot meals on both legs. They were all different, tasty, and good. The fact portions were small was outweighed by generous additions when requested. Flights not full and I could sleep stretched out on 3 seats on each leg. Flights only 500 USD (return ticket).",Positive
"Bangkok to Copenhagen via Doha on 1st/2nd March 2017. Flights on time. Check-in a pleasure. FAs on top of things and one gets pampered with a good focus on each passengers despite business class were full on both flights. Food and drinks kept good standards though have slipped a little bit. Wines onboard are excellent, however, their beers are lousy, extremely boring, and all alike ÃÂ seems to be a sad trademark of QR. Dine on demand seems to have caused smaller portions without proper stable food (other than accompanying bread). FAs on the last sector (to CPH) were much less professional and uncertain on how to please passengers as compared to FAs on the BKK-DOH sector. Al Mourjan lounge in Doha is very good. Very cheap ticket purchased during their ÃÂglobal saleÃÂ in May 2016, almost a year earlier. Miles were very generous due to unexpected, additional promotions (that I randomly ran in to as they were not there when ticket was purchased) and instantly credited to my account. My Priv. Club card was instantly upgraded to Platinum even before landing in Copenhagen. This I would call for a pleasant and soft landing. IFE good, amenity kit replaced by new brand, lovely. I got pyjamas on night sectors. Bar on A380 was lively, likely due to fully loaded cabins. Headphones good. Qatar Airways delivers.",Mixed
"Denpasar to London Heathrow via Doha. The seats on this aircraft were very comfortable and the staff were second to none. I flew on an A380 and a Boeing 777-300ER, the leg room is better than other airlines in economy. The staff could not have done enough, on my flight from DOH to DPS I was sat in the middle with 4 other men, broad shoulders, so they upgraded me to business! I will be flying this airline again long haul as I think they are one of the best carriers out there in terms of leg room and routes. My only complaint would be that the meals are rather small, so you might be hungry during the flight. I only paid ÃÂ£350 for my flight from London to Bali return so exceptional value too.",Positive
"London to Lahore return via Doha. Outward London to Doha 777 left on time, flight full, more room in seats than other carriers, food average. Doha to Lahore A330 far from new. Flight full, seats less comfortable, breakfast served was edible but not outstanding. A320 from Islamabad to Doha upgraded to business class as connection time was tight and plane was full. Full meal served and what a difference both in cabin crew attitude and food quality which was excellent. Doha to London, A350 rushed to make connection and no aircraft at the stand. Flight delayed by 2.5 hours but no reason given. A350 with hard seats but wider and more leg room. Plane was modern and flight quieter than with 777. Meal served was average. Apology for delay from Captain on landing at Heathrow 2.5 hours late. IFE was good throughout.",Mixed
Dubai to Manila return via Dubai.  Both flights on time. Decided to change my seat to exit row 25H and was assisted upon arriving in Doha through their transfer desk. Staffs are helpful in Hamad airport. While on board everything is ok. Meals are fine. Returning check in was smooth at Manila. Terminal 1 of MNL is not as chaotic as before. Departed and arrived on time in both sectors. Cabin crews are more helpful and professional compared to the previous flight. Inflight meals are better also maybe because it depends on the catering providers on each destination. Overall it was a wonderful flight.,Positive
"London to Singapore via Doha was a disappointing journey. A380 is great; so quiet and nice onboard lounge. Qatar Airways catering is usually very good, but QR10 departing London at 0900 offered a (poor) breakfast service and that was it! On the DOH-SIN sector I skipped dinner to try to sleep on this 7 hour overnight flight, but I couldn't wear the far too large sleeper suit and the cabin temperature was too high, so I sweated and got dehydrated. Cabin air was as dry as older aircraft, so I left the flight feeling rough. Not like Boeing 787, and not how A350 should be. My partner got a nosebleed because of dry cabin air. I was heading for Malaysia but chose Singapore over KL purely for the A350, which proved to be a mistake. A350 is not as quiet as A380, but the seat is the same. Transit in Doha was badly managed with no staff to guide transfer passengers to correct route.",Mixed
"Krabi to Munich via Doha. The meal is only average. Sometimes they offered a menu list with options but on other long-haul flights they didnÃÂt seem to. They did not distinguish between their vegan, vegetarian, low-carb, no-milk meals and have one low-calories meal for all meatless options. So while others get a cake, you get fruits, when others get a yoghurt, you get a low-fat yoghurt. There is also an inflight entertainment box under the window seats, which makes the flight uncomfortable. If you are flying the old A330, there is no USB connection and we could not charge our mobile phones. The A330 IFE did not have touchscreen control and headphones were of poor quality.",Mixed
"We had a flight from Amsterdam to Bangkok via Doha in business class. We fly freqently with Qatar Airways and are silver member. We started the first flight with a Boeing 777, a plane we like. Everything was okay, the food was excellent as were the wines, and the staff is very kind! Also stop in Doha was a pleasant experience. We visit it a couple off times but stil amazing lounge. The next flight Doha to Bangkok with the A380 that's different, the business class is so big, We fly 3 times with a A380 but everytime we try a different seat but is so crouwded so chaotic with the staff. Don't get me wrong,the food is very good, staff is friendly, but there are to many guests, they can't give good service! For the rest it's good value for your money. We will fly Qatar Airways anyway.",Positive
"Flew Doha to Johannesburg. Qatar has one of the best business class products. 6 seats across on the B777 seem to be tight, but even if you have a window seat, you do not have to step over your neighbor as there is so much space between the rows. As always, the catering out of Doha is exceptional, and the wine list leaves nothing to be desired. The crew were excellent, and I really like that you can eat when you want, and whatever you want on the menu at anytime. The pyjamas were the last touch that made this night flight great. I cannot wait to try the A350 as the guy next to me told me that they are the ultimate plane in business class on the Qatar Airways fleet. Also, if you are flexible, the Qatar business class fares can be a bargain compared to other airlines.",Mixed
"Doha to Auckland. Having flown 7hrs with Qatar from Edinburgh to Doha with a quick change to this 16hr 30 minute flight I was concerned that it would feel very uncomfortable being on such a long flight. I'm happy to say It was not. You just relax into it, especially in business class. This is a wide bodied aircraft which felt quite spacious in business having 6 seats to the row and a large personal tv screen for all the movies. The food was fantastic - having had a beef meal on the previous flight, I chose a Nobu lightly spicy broth with seafood followed by a fabulous red snapper, saffron cream and asparagus and the wines worthy of this airline which was deservedly voted having the best wine cellar in the sky. (Ch. Brane Cantanac red, fine Chablis and Babich Sauvignon from Marlborough NZ). Best of all was the flexibility about when to eat and being such a long flight, there was a constant supply of bottled water, cups of tea and snacks. The seating arrangement works well with easy access to the aisles although a little more storage space for the things we want beside us on a long haul flight would have been more helpful. The cabin crew were charming and no request was too much trouble. I would have no hesitation in flying this longest scheduled flight route in the world again.",Positive
Adelaide to Oslo via Doha. Had the pleasure to fly again with Qatar Airways. The service in business class is far superior to any other airline I have flown. Call bells was attended to promptly. Food is well prepared and delicious. Decent selection of wine and spirits. Seats very comfortable and they provide pajamas on the long haul sectors. Good amenity kit. Lounge in Doha excellent. Well worth their 5 star rating.,Positive
"Our last flight was from Bangkok to Hanoi in economy class. We are silver member so we get priority lane and lounge access in Bangkok airport. Very friendly staff on board, they knew us from the flight the day before from Doha to Bangkok! (On small flights we take economy class). So nice and friendly again. Got preferred seat. Good service! I hope it will stay like this.",Positive
"Sydney to Vienna via Doha and returning from London to Sydney via Doha with Qatar Airways. This was a Mixed Business/Economy fare (which was really good value) with Sydney to Doha in Business and Economy onwards to Vienna and the same back to Doha from London. I unwittingly got to travel in all three classes and can only say Positive things about this airline. Business Class from Sydney to Doha was great really nice cabin and seat, well thought out with loads of storage space. The wine selection was also outstanding (I am a wine buff), food a bit more average. A really good flight and the lounge in Doha is excellent, if a little hard to find. Business felt like a real 'treat' and was a really nice way to start a holiday. Economy to and from Europe was decent enough - but especially coming back in the A380. Try and get a seat upstairs at the back of Business - small cabin with it's own toilets and only about 8-10 rows. I managed to score the front row so had heaps of leg room. From Doha back to Sydney they upgraded me to First from Business - what a treat! The Krug and caviar went down a treat and every aspect of the flight was excellent. I was really impressed by Qatar Airways and feel it is superior to both Qantas and Emirates.",Positive
"Medina to Istanbul via Doha. Our flight was overbooked from Medina when we got to the airport. We were told that only 3 of the 6 passengers could board the flight. We had a layover in Doha for a day so the connection time wasn't an issue. The check in staff told us that we came late to check in but then we argued that it doesn't mean that you can check in 3 passengers and can't check in the other 3 as we all came at the same time. Then they told us the truth that the flight was overbooked after 20 minutes and they said the next 3 flights are fully booked. So 3 of the passengers boarded the flight and the other 3 including me stayed at Madina airport. The Qatar airways manager was very calm and helpful. He put us on the next flight which was in 4 hours, gave us free lounge access and gave us compensation more that what we bought the ticket for. The flight from Medina to Doha was pleasant, food was nice, atmosphere was calm, and there was good in flight entertainment. The second flight to Istanbul was even better with more of a choice of food, inflight entertainment, and WiFi onboard which was working well. Overall the service by the cabin crew was brilliant and I would definitely recommend Qatar airways.",Negative
"Bangkok to Doha, 09 Feb 2017, Economy Class seat 026D Airbus A380. Flight attendants and staff are excellent and genuine. Onboard the A380 you have a comfortable seat with satisfactory legroom (32 inches) and generous width (18,5 inches). Frequent flyers are seated on the upper desk, and usually may be assigned their favorite seat number, if they ask for it. Overall, flying the A380 with QR is an excellent experience. We just hope that Qatar Airways will keep their generous seat width (18,5) on the A380, and will not shift to a 17 width seat, as on their B777 (10 seats abreast).",Positive
"Madrid to Taif via Doha. I normally fly this airline if they have the route. I will overfly my destination and give myself a layover in Doha because they are were so good. I arrived with my 11 year old son very early for check in Madrid. So much so they were still checking in the early flight to Doha. QR 150 not 152. But they checked me in early superb service from the check in staff. A male boarding supervisor came and destroyed 8 years of perfect customer satisfaction in a few minutes. He informed me that I was welcome to use the silver lounge pass but my 11 year old son (minor) was not. This cost was incurred by Qatar Airways and despite he being registered as a minor family member he would not be able to use the facilities in Madrid as they cost Qatar Airways too much money and they had to pay for this service. A family member and a minor. He then confidently called the previous female supervisor who Qatar Airways should be very proud to have a an employee for her courteous and professional demeanor and manner who promptly over-ruled his decision and issued my 11 year old (minor) accompanying passenger to sit with his only accompanying passenger in the Iberia VIP lounge in terminal 4s. Having flown no airline but Qatar Airways for the last 7-8 years occasionally overflying my destination and having long layovers in one of the nicest airports in the world this will no longer be the case as matter of course. There are choices. When I become a burden of inconvenience for my loyalty as a customer then something happened to the overall picture. The flight was OK. Night flight nothing special other than the fasten seat belts sign was illuminated for the duration of the meal service and collection of trays, with no Turbulence.  I look forward to returning to the best standards achievable in my next flight. The numerical assessment reflects my belief this was a one off by people / individuals having a bad day and professional people rectifying the issues after much deliberation. Hence still recommended. Doha to Taif was perfect as always. Except having bought a Qatar Airways ticket found myself on an Al Maha badged aircraft (internally) with no IFE. The staff are to be commended for this leg!",Mixed
"Taif to Madrid via Doha. The first leg was on an old A320 with no IFE. Need to modernize and refurbish these no IFE on any flight nowadays is really not acceptable especially for an airline of this standard. Other than that very nice flight with attentive flight crews good food and good service. 10 hour wait in Doha. Hotel entitlement is not automatic even though when booking they say they will accommodate. So we saw our co-passenger off and spent an extremely pleasant and long wait in Hamad airport. Access to the Oneworld / Silver lounge. This is not the Business class lounge used by Qatar business ticketed passengers. Nevertheless very pleasant stay, well staffed and good food. Sleeping room was great were we spent most of our time in between eating. The flight on the Boeing 787 from Doha to Madrid was excellent. Very food IFE. Nice flight, good connectivity. Attentive crew the usual perfect Qatar Airways attention to detail. Well done to everyone for another memorable flight.",Mixed
"Copenhagen to Bangkok via Doha. My last flight our prebooked seats were given to other passengers. This was solved after long discussion at the airport check in. Then our Priority tags on our suitcases were removed somewhere between check in and loading to aircraft. So we had to wait nearly an entire A380 flight baggage to be delivered before getting our so called Priority bags. Our connecting flight from DOH to BKK was delayed about 6 hours, so we spent the night at DOH airport. They started out with a 3 hour delay, and later when the first 3 hours was nearly elapsed the delay was changed to 6 hours. Qatar Airways has a rule to give hotel accommodation if the delays is 6 hours or more, but of course we did not get this. It was a disaster trip.",Negative
"Geneva to Johannesburg return via Doha. Three months before the departure date Qatar Airways rescheduled the flight so that it left 4 hours later, but didn't inform me. I only learned about it the day before, and consequently had to rebook my connecting flights at my destination with a penalty of ÃÂ150. Then as if that wasn't enough the flight left almost 2 hours late and I missed my connecting flight in Doha, and had to stay 18 hours for the next flight. I arrived at my final destination 24 hours later. I contacted the customer service and explained my case, but they not want to reimburse my rebooking fee.",Negative
"Brussels to Singapore via Doha. The time between for the connecting flight was only 45 minutes. The time of leaving the plane we had a minimum of time, so all passengers to Singapore run to the gate for the connecting flight with the A350-900. At the gate, the staff informed us that there was a technical problem, we stayed waiting without any information. After more than 2.30 hours we could get onboard the plane. No voucher was given, not even water, and I arrived with a delay of 3 hours in Singapore. I thought the meals on board were horrible. The distance between the seats was horrible. (31-32"" seat pitch)",Negative
"Mid-afternoon flight from Johannesburg to Doha on a very clean Boeing 777-300. The seating, entertainment content and service were amazing. The only let down was the food as I expected better in Business class (choices were chicken, hake, or vegetarian). The wine list was good, although the servings were small - not every flight attendant seems to serve the same amount of wine, and some are more generous than others. But overall a very pleasant flight.",Positive
"Philadelphia to Denpasar Bali via Doha. Before choosing Qatar Airways for our flight to Bali, I studied many, many reviews of a number of different airlines which led to my choosing Qatar Airways for our flight to Bali. I booked these tickets myself online, so was a bit anxious about any hitches that might occur, since this was the first time for both a flight of this magnitude and my unfamiliarity with this airline. I am so very happy I chose them because of the many flights I have taken, both inside the US and internationally, Qatar Airways currently has my vote as the best - for service, for seating and for overall efficiency and pleasant travel. Check-in, both in the US and in Bali was exceptional: Fast, efficient and friendly. I am mobility-impaired, and need a wheelchair for distances in the airport. I cannot stress the exceptional quality of care that was given to me, from the point of entry into the Qatar area. Not only in terms of fast, friendly transport through check-in, customs, security and onto the planes, but once I was entered into their system as mobility-impaired at the first airport, we were upgraded to more comfortable seating: very helpful. Service on the planes was impeccable. Staff was friendly, attentive (note, these were almost 13 and 10 hour flights, so staff were on for long hours) to requests and periodically checked, even if no requests were made. I pre-ordered meals (not necessary, I discovered unless you really do want special meals) and was able to change the request while in-flight. Meals, both vegetarian and non-vegetarian options, were tasty (on the way out particularly, featured a lot of protein), were plentiful and beautifully served. Since when on US flights do we get served with real silverware?  Plenty of individual entertainment options; a nice seat pack that included eyeshades, ear plugs,and other goodies; good blanket; good earphones, etc. Kids get special treatment with extra goodies - and maybe as a result (or else we had exceptional parents, babies and children both ways), little crying or loud kiddie noises during these long, exhausting flights). I could go on and on, but suffice it to say, I look forward to flying Qatar Airways again, and am recommending it to people I know as an excellent option. I have no clue as to what happens in business and first class, but I would say have no qualms about booking economy seats on Qatar Airways. One additional thing: Next time, I intend to make a stopover in Doha, especially on the way back, because flying to Southeast Asia seemed easier than the return, maybe due to time differences, we had actually been awake much longer. But also because Doha looks fascinating. I will at the least plan a longer layover, because from the airport, on can actually get 3 or 5 hour city tours. There is an airport hotel, but it is also easy to arrange to stay over for a day or two. Just check it out.",Positive
"Abu Dhabi to Hong Kong via Doha. Qatar Airways is definitely above the other Gulf airlines for me. I was a frequent flyer with Etihad Airways (which disappointed me a lot during the last years) but decided to give a try to Qatar Airways.  The big plus of Qatar Airways is crews members and attention to the details. You feel they try the max in order to make this experience enjoyable even while flying economy. Fast check-in, easy transfer, many ground staff available at Hamad airport for assistance, comfortable and new aircraft, tasty food served in a generous quantity, great entertainment system. Incredible experience.",Positive
"Paris CDG to Doha. Qatar Airways is such a nice airline to fly with. From the check in experience until the arrival is amazing, however it has a few flaws. From the check in, they checked me all the way to Kuala Lumpur, everything went nice and smooth. I am Indonesian living in Jakarta so ground staff asked me that if I do have the ticket to Jakarta or not and I explained I want to spend time in Kuala Lumpur and have the ticket to CGK. Here's a little tip, I recommend that you guys should check-in via web since Qatar Airways provided a faster lane for web check-in users, however they still print the boarding pass so it's no need to print on your own, you just only have to complete your personal info. Hence after check-in, I directly headed to the boarding gate, it has no problem and everything went smooth. Boarding to the aircraft, I was greeted by the warmf flight attendants. Our seat located on the front was shown by the FA. My sister wanted to take a pic with the FA and she is very nice and friendly to her. Before departure, my sister which is 10 yo was given a colorful monopoly bag with board games for entertainment. However after 10 minutes taxiing, the aircraft was going back to the gate due to some trouble (which wasn't told to the passenger) and we had a delay of an hour, so that they gave us free water or juice. After 1.5 hours taxiing, we finally leave Paris. Inside the A380, the seat is quite different with the A340s and 777s of Qatar, it has the neck rest. It is actually quite good for me, a person taller than 5'7"", however it could be a disaster for a person with lower height. The cabin crew handed out dinner.  The meal was pretty awesome and had a rich taste (keep in mind that arabian food has lots of spices in their food which is great). Another thing is that I can actually fill a water bottle to make me keep hydrated even when i remain seated so that i do not need to call the fa for some drinks. After the meal, I discover the in-flight entertainment and it was pretty cool. The screen was big and it was very responsive (in comparasion to the 777s of Qatar's). It also have the mini PDA-like remote which is very responsive. Qatar Airways offer new movies, and I watched 2 new movies during this sector. However, the A380s doesn't seem to have wider collections rather than the 777s. During the flight, free wi-fi for economy passengers is offered for a limit (15 minutes, 10MB). The internet connection was horrible however I manage to chat with a few people though. 2 hours prior to landing, served a snack and coffee. Also during the hours we suffer some turbulences but the cabin crew manage to handle professionally. What I like during the flight is that I feel the A380s are very quiet in comparason to the 777s so that we could rest. Overall, it was an awesome flight.",Mixed
"Doha to London Heathrow, economy class on B787. Having flown the A380 on my outbound flight, this aircraft felt a little cramped particularly for seat width. We hit the jackpot with cabin staff on this flight, those in our section of the plane were Filipino and simply wonderful. They were really cheerful to customers throughout the flight, efficient bar and meal service, and most importantly they kept coming around the cabin after lights out to check on customer needs. Food was okay, nothing more, but the rest was excellent - particularly the inflight entertainment.",Positive
"Frankfurt to Cape Town via Doha. I normally use Etihad or Turkish from Frankfurt to South Africa. First time Qatar Airways Business Class and very happy with it. On the shorter leg Frankfurt-Doha they use their youngest fleet of Boeing 787 and A350, both equipped with the most spacious and luxurious seats I have ever sat in. Lots of legroom, lots of room to stow away your belongings. Even pajamas in Business class during night flights. Only flaws were the restricted and slow WiFi on board, a very small menu on their night service Doha to Frankfurt with little choice and the lack of a chauffeur service for Business guests. Etihad and Emirates offer this service. Hamad Airport and Qatar Airways lounge facilities at Doha airport are of a breathtaking quality, just splendid. The Cape Town service is flown with Boeing 777-300. Less comfortable, no WiFi, but still competitive for a 5 star airline. The friendliness and attentiveness of all the crew members during all 4 flights was close to perfection. Will definitely fly them again.",Mixed
"Flew back to Edinburgh on 14 January from Kuala Lumpur via Doha. I have flown with Qatar Airways several times now and have enjoyed each trip immensely. The food is very good, great in flight movies, comfortable seats and friendly cabin crew. One particular cabin crew member was extremely helpful, courteous and very polite during the flight. He provided first class service and it makes such a difference to be made welcome and comfortable especially when travelling on a lengthy journey.",Positive
London Heathrow to Colombo via Doha. The flight from London to Doha was on an A380-800 and was flawless. In spite of freezing weather at LHR we took off only 30mins late and after de-icing. The cabin crew were great and the meals were good. The seat configuration was 3x4x3. We got to Doha on time with enough time for transit. My next flight from DOH to CMB was on a A330 with 2-4-2 seating and which felt rather claustrophobic after the A350-800. Cabin service was not as good as on the LHR-DOH sector.,Mixed
"Buenos Aires to Singapore via Doha. The service at the Doha airport during a delay was terrible, when our flight suffered a 7 hours delay in Doha (initially a 2 hours delay) and we were given a couple of meal vouchers. To get the vouchers we had to ask several people from the Qatar staff (the staff at the lounge desk wasn't able to give any information, so we had to return the transfer desk). Phone support was unavailable : I called the hotline and remained waiting for 20 minutes before I hung up.",Negative
"Manchester to Singapore via Doha. Flight from Doha to Singapore delayed by almost 3 hours as we arrived in Doha. I had to ask the transfer counter as my onward journey from Singapore will be affected. One agent at the transfer counter listened to me and calmly suggested another flight to my final destination. She changed my second flight and I finally got to my final destination yesterday, although 2 hours later. I would like to thank her for listening calmly and then to offer a different flight. She is a true gem indeed and this reflects well on Qatar Airways. Unlike other transfer staff who didn't listen and just gave us a meal voucher without explaining or listening to the customers. Thanks to her professionalism, this review is getting a decent rating although my second flight was delayed. If only all staff can treat customer as professional and courteous as she did, despite delays and disgruntled customers, Qatar Airways will continue to do well.",Positive
"My preferred airline for medium to long haul travel. Very competitively priced. Cabin crew very courteous and professional. Full services with onboard entertainment, meals and drinks. Modern planes, Boeing 787 on many routes, pleasant seating. However, connections at Doha can be a cardio exercise if connecting gates are located at opposite ends of airport - the shuttle train since3 opened in January 2017.",Positive
"This is my second time flying with Qatar Airways since 2015. The trip from Kuala Lumpur to London via Doha was great, I received my preferred seat, which was the very rear seat. The seats are rather comfortable despite it was almost full for the first half of the journey, the foods they serve are tasty and rather fine for the economy class. Entertainment system worked fine and the programs were updated. The cabin crew responded anything I needed very quick and even though I did not sleep (I can't sleep on plane, ever) the whole journey was rather comfortable and I arrive London with a Positive happy mood. I guess the only downfall is the wifi connection are not working all the journey.",Positive
"Edinburgh to Kuala Lumpur via Doha. First leg Edinburgh - Doha the plane is on time, and it also have huge space for me to put my hand luggage on the bottom seat instead of overhead compartments, the food was nice as expected with entertainment system working just fine, seat is very comfortable. And the only let down is the Wifi and connection to the iPod to the Oryx system is not working. Second leg (Doha - Kuala Lumpur)  I was upgraded to the business class for whatever reason it is (I am not complain). And is my second time in business class, the seat are very comfortable and with the flexibility of meals they provide all were 5 stars quality. You can adjust the seats in the position most comfortable at. I was treat well during the whole journey and leave the plane happily with just minor issues.  The place to plug in the earphone and store your belongings (phone, wallet etc) were rather awkward just below and beside the handrest, is bit difficult to plug it or store it. I try to turn the seat into bed position and it was not that comfortable as it is hard. At the end of the day I wish the plane arrive ""a lot later"" as I didn't want my experience in business class end, so I guess that summed how good is the flight.",Mixed
"My husband and I were flying from Moscow to Bali via Doha. The first segment was okay, but during Doha to Denpasar after 20 minutes of flying we found it is really cold in the cabin. We told the cabin crew about this but it wasn't ok even after two hours. We and the rest of the passengers put on all winter clothing we had and asked the cabin crew to make it warmer at least a little bit. It took five hours of asking to make it warmer in the cabin. I think the cabin crew just did not understand what we were talking about as the galley areas were warmer. They give you a brunch menu but our choice was finished by the time they get to us. I think catering professionals should know how to make all the items in the menu last for all clients. On the Positive side the cabin crew were very nice and polite.",Negative
"Melbourne to Casablanca via Doha, returning from Barcelona. Very good business class product by Qatar Airways. Boeing 777 from Melbourne offers a very comfortable space. Slept well on both legs, as the cabin was slightly cooler making it comfortable (even through lots of turbulence DOH to MEL). Flight attendants were very attentive on all legs, although they were not quite ready to greet customers on the DOH to MEL flight, but quickly made up for it once on board and seated. Flew on the Dreamliner from Doha to Casablanca and I found it very stuffy. The seating arrangement was ok, but lacked the space of the Boeing 777. Barcelona to Doha, I sat next to a employee of Qatar (I believe a senior member) who was very well cared for by the attendants which as a paying customer was interesting to observe this attentiveness. He is very proud of Qatar Airways and their product which is good to hear the other side. I will be flying with them again in late August and look forward to the experience in the A380.",Mixed
"This trip has been a Mixed bag with the outbound flight from Adelaide to Oslo via Doha being essentially good and without incident. However the return trip open jaw from Barcelona after a cruise was a different matter. The onboard experience on the flight from Barcelona to Doha was good and our hostess for our section of the plane was outstanding, but ground staff at Barcelona left a lot to be desired particularly for business passengers. We arrived before the check in start time and had to wait for staff to arrive and set themselves up. After the check in staff arrived they played with their computers, talked amongst themselves and had a meeting without providing any explanation to waiting of passengers who were left waiting for 30 minutes. When we finally checked in our bags they were tagged as ""long transfer"" routing them direct to Adelaide without any explanation been given of the implications. When we arrived in the early hours of the morning in Doha were we advised by the transfer desk that we could not have access to our checked luggage. Hence we were left without spare clothing, toiletries and essential medications for our less than 24 hour stopover. It was by chance that we had some essential items in our cabin luggage. The transfer desk operative attitude to our predicament was most uncustomer friendly. We believe that Qatar should have informed us of the requirement to pack the items we required for the stopover in our cabin bags when they advised that our booked flight had been changed neccessitating the stop over. The Oryx airline hotel was good but as business passengers we felt that a private car would have been more appropropriate than waiting for a minibus to take us to the hotel. The customer service at the Doha airport for business class passengers is inconsistent with the service around the check in area verging on overkill while after passengers have been processed they are left to wander around the airport in search of the business lounge. Doha to Adelaide was Mixed with some cabin staff providing excellent service while others were lazy. I was not offered a mattress or breakfast while my wife on the other aisle received excellent service. I experienced extreme difficulty in having our flights credited to our respective frequent flyer accounts, (which I believe should be automatically recorded when making the booking as the FF codes are shown on our boarding passes). I have sent two emails via the Qatar frequent flyer webpage which have been ignored. Customer service in Australia appears to be non existent! All in all, our experience with Qatar has been disappointing.",Positive
