review,target,cleaned_review
Never buy biman business class...no pleasure at all.I found so many cockroaches there and my lady just screaming so many times. The cabin crews are just careless about all these....they dont even know how to behave with a business class passenger...foods are terrible.... totally waste of money...,1,never buy biman business classno pleasure alli found many cockroach lady screaming many time cabin crew careless thesethey dont even know behave business class passengerfoods terrible totally waste money
Great! Food and service was too good. I loved the tour. I recommend my friends and family to fly with Biman Bangladesh Airlines.,2,great food service good loved tour recommend friend family fly biman bangladesh airline
This is a kind of an Airline thatâ€™s never on time with horrible Time Table & horribly Dirty.Our flight was delayed by 10h & 20m without an apology and an proper explanation.Was not aware of the fact that this type of delay is just a common phenomenon for this airline (a national carrier)!!It just spoiled my entire planned day of Bangkok.You can chose this airline to completely mess up your travel schedule.,1,kind airline thats never time horrible time table horribly dirtyour flight delayed h without apology proper explanationwas aware fact type delay common phenomenon airline national carrierit spoiled entire planned day bangkokyou chose airline completely mess travel schedule
"Donâ€™t get me wrong, it is business class but not as you know it! (if you are used to other major carriers that is). Itâ€™s the only direct, albeit with a 1hr stop in Sylet (you donâ€™t get off) flight from LHR to DAC, and for Â£1K and change, itâ€™s hard to complain. The aircraft is a 777-ER I believe, seats are ample with â€˜almostâ€™ fully flat for sleeping. The food is not bad, itâ€™s not what you would normally expect on business class, but again, itâ€™s cheap in comparison. Media is provided in the usual 10inch or so screen in the seat in front, some modern western films but I would recommend the Bollywood ones, much more modern and better quality. Headphones are hilarious giant ear muffs that crackle lots, if you have a headphone adaptor use it with your own set, standard two pin airline affair. USB in seat for charging along but rarely works. Only complaint I have, and itâ€™s a minor one, is that the staff do seem to give off the impression that they are doing you a favour by allowing you onto their plane! If you are a frequent visitor of Bangladesh then you get used to it and so I pay no attention, however if this is your first trip with Biman, bear with it, they are very friendly and helpful, just try to look past the time it takes for them to do anything, it does eventually get done I promise! I travel Biman on average three times a year, and I would always recommend the national carrier of Bangladesh for both work and tourist visits. Note: expect the flight to be delayed by around 2hours leaving Heathrow and also returning from Dhaka. No idea why, itâ€™s never on time! You can get Visa on arrival quite easily now and security at Dhaka is very intensive when leaving for the UK, so prepare for a very long Security queue on the way back. ",0,dont get wrong business class know used major carrier direct albeit hr stop sylet dont get flight lhr dac k change hard complain aircraft er believe seat ample almost fully flat sleeping food bad would normally expect business class cheap comparison medium provided usual inch screen seat front modern western film would recommend bollywood one much modern better quality headphone hilarious giant ear muff crackle lot headphone adaptor use set standard two pin airline affair usb seat charging along rarely work complaint minor one staff seem give impression favour allowing onto plane frequent visitor bangladesh get used pay attention however first trip biman bear friendly helpful try look past time take anything eventually get done promise travel biman average three time year would always recommend national carrier bangladesh work tourist visit note expect flight delayed around hour leaving heathrow also returning dhaka idea never time get visa arrival quite easily security dhaka intensive leaving uk prepare long security queue way back
"I had no other choice to flight to Chittagong that day, so I booked a business class seat with Biman in 5 hours flight, I really enjoyed the flat seat, the excellent service, the nice food, and the well trained cabin crew.I will definitely repeat this experience",2,choice flight chittagong day booked business class seat biman hour flight really enjoyed flat seat excellent service nice food well trained cabin crewi definitely repeat experience
"Services was ok, the food was good, inflight entertainment was good and working. Flight was on time and not delayed. Landed in Bangladesh on time.",2,service ok food good inflight entertainment good working flight time delayed landed bangladesh time
"Biman would be an emotional choice and was not an exception while returning from Umrah. But service was hard to accept in many counts. Cabin was hot after boarding (could not start AC without starting the engine as one of the APUs was bad!) and had to sustain for sometime. Didn't quite like the food. As usual, flight was delayed by an hour without any intimation. I hate to write such a review but Biman lags a good deal in terms of service compared to many other careers. Hoping against hope that Biman will really serve and will regain its lost glory.",0,biman would emotional choice exception returning umrah service hard accept many count cabin hot boarding could start ac without starting engine one apus bad sustain sometime didnt quite like food usual flight delayed hour without intimation hate write review biman lag good deal term service compared many career hoping hope biman really serve regain lost glory
"Delayed flight is synonimous of Biman!! The flight was delayed and then delayed again. There was mismanagement among the cabin crew. But the I got the shock when I received my luggage. They were 45 mins late to put the luggages in the belt. I found my lock was broken in one suitcase. When I came home, I found that they thoroughly went through my stuffs in the suitcase and They stole my gold chain and bracelet. I am so traumatised!!! I shall never ever travel in Biman again. My wife gave the same opinion. And I shall not recommend biman to any of my friends and family.",1,delayed flight synonimous biman flight delayed delayed mismanagement among cabin crew got shock received luggage min late put luggage belt found lock broken one suitcase came home found thoroughly went stuff suitcase stole gold chain bracelet traumatised shall never ever travel biman wife gave opinion shall recommend biman friend family
"The operatives and staff are frauds. Wanted to dupe me into obtaining an medical certificate from one of their own in house doctor (fraud) with a fee otherwise I will not be able to obtain a wheel chair at the airports despite my ticket stating access to wheelchair. The fruad doctor then changed his story and made it like as if it was not them, rather heathrow who will deny a wheelchair user a wheelchair. He became hostile after challenging him. Lack of professionalism, one has to doubt if he really is a doctor or a butcher. I feel disgusted that this idiot thinks it is alright to insult my intelligence.After countless of complaints and emails, and also to the Managing Director, they totally ignored my complaint. They think that if you ignore the complaint, then the problem does not exist. I believe they are all in this fraudulent syndicate including the MD. No respect for paying customers, people with disability and reduced mobility and no regards to complaints. Greedy company with avaricious individual staff from bottom to the top. Avoid at all cost as should there be a problem, believe me your complaint will not be heard and ignored.In addition to this, don't expect get back on your return journey on time. They have links with hotels where individuals at the top get paid from hotel workers for sending clients their way. They will keep you overnight at hotel for no apparent reason and send you on the flight a day after. They food is disgusting, the cabin crew are hostile and the seats are dirty and lack hygiene in every sense. Head cloth and blankets not provided at times on the seats. Staff lock up a few toilets and make it seem like it is out of order because they want to keep the toilets for themselves.",1,operative staff fraud wanted dupe obtaining medical certificate one house doctor fraud fee otherwise able obtain wheel chair airport despite ticket stating access wheelchair fruad doctor changed story made like rather heathrow deny wheelchair user wheelchair became hostile challenging lack professionalism one doubt really doctor butcher feel disgusted idiot think alright insult intelligenceafter countless complaint email also managing director totally ignored complaint think ignore complaint problem exist believe fraudulent syndicate including md respect paying customer people disability reduced mobility regard complaint greedy company avaricious individual staff bottom top avoid cost problem believe complaint heard ignoredin addition dont expect get back return journey time link hotel individual top get paid hotel worker sending client way keep overnight hotel apparent reason send flight day food disgusting cabin crew hostile seat dirty lack hygiene every sense head cloth blanket provided time seat staff lock toilet make seem like order want keep toilet
"Our flight was two hours late, we had been waiting in the airport. There was no apology or announcement for the passengers to update timing of the flight. I chose the flight because it was cheaper but I would travel by biman again. The meal and other services were ok.",1,flight two hour late waiting airport apology announcement passenger update timing flight chose flight cheaper would travel biman meal service ok
"Surprisingly it has enough leg room. besides that the rest is just average, no entertainment at all, not even usb ports to charge a phone, ours bus transport back in Zimbabwe are better on those fronts!",0,surprisingly enough leg room besides rest average entertainment even usb port charge phone bus transport back zimbabwe better front
Though I am a Bangladeshi. Our Air services is more or less good. Timely departure & Arrival. Flight services are good.,2,though bangladeshi air service less good timely departure arrival flight service good
I took a flight by Bangladesh Biman today morning in Business class. It was an excellent experience for me in the air. The flight was in time and reached safely. Take off and landing was really good. Snacks could be a bit better.Well behaved cabin crew.Quick delivery of luggage.An excellent experience with Biman Bangladesh Airlines.,2,took flight bangladesh biman today morning business class excellent experience air flight time reached safely take landing really good snack could bit betterwell behaved cabin crewquick delivery luggagean excellent experience biman bangladesh airline
"Though this is our national airlines, it is a pity that I could not talk good about the airlines. They still are maintaining the tradition of late departure. No mention of being late. Very poor food. Not a clean aircraft. Old, lazy air hostesses somehow do their jobs. No care for the passengers. It is a pity that the national carrier does not take any effort to improve their professional behaviour and aircraft.",1,though national airline pity could talk good airline still maintaining tradition late departure mention late poor food clean aircraft old lazy air hostess somehow job care passenger pity national carrier take effort improve professional behaviour aircraft
Biman bangladesh airlines. Origin bangladesh This airline company not bad service On time fligh. Good food . But check in counter staff not smart people Not quickly..,0,biman bangladesh airline origin bangladesh airline company bad service time fligh good food check counter staff smart people quickly
"better than expected, good service, flight was on time, attentive air crew, decent meal, legroom average",2,better expected good service flight time attentive air crew decent meal legroom average
I was traveling from nepal to Auh this was my first flight of Biman Bangladesh.The way they serv to Guest in flight this is my first time I have seen this kind of behavior from cabin crew to the Guest.Even in the airport we wait long time like al must 35 minuets in our side the on the sun thatâ€™s also During summer time can you amazing this ??? After waiting long time bus come to pick up us .After a waiting like 1 hour and 30 minuets we ahed to AUH.. I was little sick when I aske for penadol to refill my headache they give me after 20 minuets but they didnâ€™t provide the water do I need to mention that one also when u ask for medicine?? ??This will be my first and last of Biman Bangladesh Thank you..,1,traveling nepal auh first flight biman bangladeshthe way serv guest flight first time seen kind behavior cabin crew guesteven airport wait long time like al must minuet side sun thats also summer time amazing waiting long time bus come pick u waiting like hour minuet ahed auh little sick aske penadol refill headache give minuet didnt provide water need mention one also u ask medicine first last biman bangladesh thank
"Pros:1. Departs on time.2. Umrah passengers get some advantages.3. In flight entertainment platform is good.4. Seats are comfortable.5. Blankets are fresh.Cons:1.The female Cabin crews were too much aged, lazy and bad behaved.2. The aircraft interior is old shaped.One of the seat was faulty and they didn't even bother after complaining.3. Food was very average.4. None of the cabin crews responded at alarm caller. Rather you have to raise your hand and shout to call them.5. The cabin became smelly and uncomfortable once.6. As this is a national airliner so as the citizen we could have hoped better in this price range which is higher than others.",1,pro departs time umrah passenger get advantage flight entertainment platform good seat comfortable blanket freshconsthe female cabin crew much aged lazy bad behaved aircraft interior old shapedone seat faulty didnt even bother complaining food average none cabin crew responded alarm caller rather raise hand shout call cabin became smelly uncomfortable national airliner citizen could hoped better price range higher others
"Travelled with young children for two weeks to visit family. Going there, check in was quick, service on plane was poor, food was nasty, plane was dirty. Coming back was painfully worse, check in took 2 hours waiting in the queue, staff are always rude, transit in Dhaka is appalling, long queues and unprofessional staff doing checks, plane was again dirty, stuck up air hostesses. Put me off going to Bangladesh for life!",1,travelled young child two week visit family going check quick service plane poor food nasty plane dirty coming back painfully worse check took hour waiting queue staff always rude transit dhaka appalling long queue unprofessional staff check plane dirty stuck air hostess put going bangladesh life
"Short trip and I need to do that often, as early morning flight to catch the business hour, and choose the flight. Boeing 777-200 on a domestic flight as I hoped in, Dhaka bound from Dubai.Less than 3 minutes check-in, and I particularly appreciate getting me as usual my favorite spot, seat in the emergency exit aisle. Best part when the Hostess stopping other passengers rushing to offload after landing and making way for me to exit, and moving the water bottle (some irresponsible passenger) on the floor, simply outstanding. Above all, last September 2017 in another flight the ticket I paid for, payment was returned into my card and I did inform the management but was never charged again, bless you guys for the free flight.There are some staffs who are trying their best amongst all the odds, and that is highly commendable, including appreciated! I endorsed 5-star as an encouragement and motivation to those who should follow some of their best performing peers in Biman and move forward, becoming a leading airlines.I know it is possible!!",2,short trip need often early morning flight catch business hour choose flight boeing domestic flight hoped dhaka bound dubailess minute checkin particularly appreciate getting usual favorite spot seat emergency exit aisle best part hostess stopping passenger rushing offload landing making way exit moving water bottle irresponsible passenger floor simply outstanding last september another flight ticket paid payment returned card inform management never charged bless guy free flightthere staff trying best amongst odds highly commendable including appreciated endorsed star encouragement motivation follow best performing peer biman move forward becoming leading airlinesi know possible
"On time departure. Check in was relatively quick. Was upgraded to business from optiontown. A pretty sweet deal if i say so myself. I am not comparing it with other airlines but with biman itself. New plane. Comfortable seats and good food. Air crew were extremely helpful and attended to ones needs. Smooth landing in Singapore. Given the price and timing of Biman, I'd highly recommend biman. ",2,time departure check relatively quick upgraded business optiontown pretty sweet deal say comparing airline biman new plane comfortable seat good food air crew extremely helpful attended one need smooth landing singapore given price timing biman id highly recommend biman
"1.The Flight BG84(DAC-SIN) departed Dhaka just on time(8:35 AM) and arrived at Singapore one time( 14:35 hrs). Similarly the return flight BG85 departed Singapore on time(15:50 hrs) and and arrived Dhaka on time(18:00 hrs). 2. The aircraft Boeing 737-800 NG is super. The flight was noiseless and very comfortable.3. This is a full service airline and served good hot meal. The ticket price is only USD 300, cheaper than Budget Airlines like Air Asia or Scoot.4. The services of the flight crews was good and they were helpful5. The negative point- the toilets during return flight (SIN-DAC) was dirty, no water and flush did not work!Overall the flight was good (except the point at 5 above). And, this is a day time flight with convenient timing for business travelers.",2,flight bgdacsin departed dhaka time arrived singapore one time hr similarly return flight bg departed singapore time hr arrived dhaka time hr aircraft boeing ng super flight noiseless comfortable full service airline served good hot meal ticket price usd cheaper budget airline like air asia scoot service flight crew good helpful negative point toilet return flight sindac dirty water flush workoverall flight good except point day time flight convenient timing business traveler
"Was dreading the 10 hour direct flight from Heathrow to Dhaka so upgraded to Business class. Loads of leg space, seats a lot wider, the remote control seat turns into a bed. Slept for 7 hours!!!!!! Got my full sleep lol! Downpoints, still delays, food was hit n miss, service was on an off. ",2,dreading hour direct flight heathrow dhaka upgraded business class load leg space seat lot wider remote control seat turn bed slept hour got full sleep lol downpoints still delay food hit n miss service
I wont recommend Biman to anyone. It doesn't maintain its schedule and is often delayed. The service is terrible. The planes are old and dirty. In-flight entertainment is poor and may not even work. Their food is good though. Travel with Biman if you have no other options left.,1,wont recommend biman anyone doesnt maintain schedule often delayed service terrible plane old dirty inflight entertainment poor may even work food good though travel biman option left
"If you are planning to take a flight through Biman Bangladesh, please don't !! I reached Dhaka from Delhi at 3 pm and my flight to Chittagong was at 7 pm. I went at 5pm to the counter to check in. The customer services people told me very curtly to come back at 6pm. When i went at 6pm, they said the flight is delayed by one hour. The personnel were busy lazing around and eating something and no uniform. Later when I went back to the counter they said there is a further delay. There were NO announcements. This went on and on and finally the flight left at 10pm. I later came to know from others that this a regular situation with Biman Bangladesh airlines. For my return, I promptly cancelled my Biman flight and took a local one. The other private airlines are not listed on the web when we make the booking. So if you are planning to travel, then search for Novoair, US Bangla or Regent airways. Apparently, these are much better. I returned by US Bangla which was quite good.",1,planning take flight biman bangladesh please dont reached dhaka delhi pm flight chittagong pm went pm counter check customer service people told curtly come back pm went pm said flight delayed one hour personnel busy lazing around eating something uniform later went back counter said delay announcement went finally flight left pm later came know others regular situation biman bangladesh airline return promptly cancelled biman flight took local one private airline listed web make booking planning travel search novoair u bangla regent airway apparently much better returned u bangla quite good
As this is National Carrier of Bangladesh they should provide good service. Basically their cabin Crew (Air hostess) seems too illiterate and are too direct to the passengers. Its keeps on changing their flight schedule too which leads me to wait full 12 Hours a days at Airport. Please choose Biman bangladesh Kathmandu/Dhaka flight if you like to fly on Boeing only rest is not recommended.,1,national carrier bangladesh provide good service basically cabin crew air hostess seems illiterate direct passenger keep changing flight schedule lead wait full hour day airport please choose biman bangladesh kathmandudhaka flight like fly boeing rest recommended
"I along with my family and relatives traveled by this airlines for holy Hajj. The craft was new, crews were helpful, food was good, the craft was initially clean. But the passengers were dirty, unclean and they made the toilets nasty with facets and urine.",0,along family relative traveled airline holy hajj craft new crew helpful food good craft initially clean passenger dirty unclean made toilet nasty facet urine
"Words you do not want to hear on a plane:""Inshallah, we will be arrive in Dhaka"". Biman Bangladesh Airlines (Bengali: à¦¬à¦¿à¦®à¦¾à¦¨ à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶ à¦à¦¯à¦¼à¦¾à¦°à¦²à¦¾à¦‡à¦¨à§à¦¸), partly transcribed from English into Bengali and the other way around, commonly known as Biman à¦¬à¦¿à¦®à¦¾à¦¨), is the flag carrier of Bangladesh. Its main hub is at Shahjalal International Airport in Dhaka and flies to16 countries.",0,word want hear planeinshallah arrive dhaka biman bangladesh airline bengali partly transcribed english bengali way around commonly known biman flag carrier bangladesh main hub shahjalal international airport dhaka fly country
"Not anything special but every thing was as expected. The aircraft was smaller and old. Service was good, food was good. Baggage handling was slow.",0,anything special every thing expected aircraft smaller old service good food good baggage handling slow
"At first glance the airplane is secondhand brought from Egypt, the flight crew are so big headed and arrogant no smile was shown during the 12 hour flight.Passengers was brushing past constantly, food and drink was not great, cramped seating.Its connecting domestic flight again the airplane was secondhand this time brought from Italy, the pilot was terrible as it jerked on its descend.Will not be flying with Biman again.",1,first glance airplane secondhand brought egypt flight crew big headed arrogant smile shown hour flightpassengers brushing past constantly food drink great cramped seatingits connecting domestic flight airplane secondhand time brought italy pilot terrible jerked descendwill flying biman
Due to good price I use business class flight. Service is okay. Food selection is also good. Entertainment is not up to the mark,0,due good price use business class flight service okay food selection also good entertainment mark
"Was on flight number BG0088 on August 27,2017 (Dhaka to Thailand)and it was delayed for more than 2 hours and no one could say anything. The staff were rude, unprofessional and very dismissive. They were just laughing and telling people to stay away and could not provide information. Airline is not well maintained. Plane was a mess and no security. ",1,flight number bg august dhaka thailandand delayed hour one could say anything staff rude unprofessional dismissive laughing telling people stay away could provide information airline well maintained plane mess security
It is one of the best and economical flight I've ever experienced with a best service and in time landing on my destination.I would recommend to take at least once flight.It takes hardly 20 minutes to reach Dhaka from Kolkata.,2,one best economical flight ive ever experienced best service time landing destinationi would recommend take least flightit take hardly minute reach dhaka kolkata
"I was enjoying my holiday in bangladesh until the time came to fly back to london (heathrow). On 19 August 2017 my flight departure was at 09:55 in which myself and family (wife & 3 children) left premise at 05:00 in the morning so we can arrive at dhaka airport on time for checkin which is 3 hours before departure. Upon arriving at dhaka airport we found our flight was 3 hours delayed which I was extremely angry as I has bear the waiting with 2 children and a toddler. And we could not check-in until 10:00. After check-in we got our boarding passes and then we made toward the boarding gate. While waiting at the boarding gate we was hoping to leave at 13:00 (3 hours delayed) but unfortunately it did not happen. We was there until 15:00 (5 hours delayed) in which I was extremely angry. The airline was 5 hours delayed and did not provide any refreshments. After boarding on the plane myself and other passengers was complaining to cabin crew to serve lunches immediately as we have not eaten anything since early morning. On return to london I tried to make a claim for compensation on 5 hours delayed but the terms and condition for flight der claim is that you either have to be travelling from EU country or the airline must be a EU airline. I and my family have suffered heavily on this airline. I can't believe I paid Â£3500 for 3 adult, 1 child and a toddler. The service is extremely poor as the plane looks 20 years old inside.",1,enjoying holiday bangladesh time came fly back london heathrow august flight departure family wife child left premise morning arrive dhaka airport time checkin hour departure upon arriving dhaka airport found flight hour delayed extremely angry bear waiting child toddler could checkin checkin got boarding pass made toward boarding gate waiting boarding gate hoping leave hour delayed unfortunately happen hour delayed extremely angry airline hour delayed provide refreshment boarding plane passenger complaining cabin crew serve lunch immediately eaten anything since early morning return london tried make claim compensation hour delayed term condition flight der claim either travelling eu country airline must eu airline family suffered heavily airline cant believe paid adult child toddler service extremely poor plane look year old inside
"I was due to fly back to Heathrow from Sylhet via Dhaka. My domestic flight (operated by Biman) got cancelled so they asked us to take the flight the day before from Sylhet to Dhaka. They advised that they would put us up in a hotel for the night before our international flight the day after. I was travelling with my Elderly mother and wife, my mother needs a wheelchair as she had multiple operations on her knee so she is unable to walk long distances. We got to Dhaka Airport, there was no wheelchair available for my mum when we got there so I had to find someone myself to assist us and being Bangladesh everything comes at a price so I had to pay. Eventually we found out that we had to take multiple minivans along with other passengers to the hotel. The wheelchair advisor just left us outside the airport, there was no guidance from the Biman representative. I struggled to get my mother on to the vehicle as it was crammed with people, it was like being in a tin of sardines. The next day it was the same coming back to Dhaka Airport. We also got stopped by the police as our minivan driver did not have the proper paper work to drive (police man were paid off by the driver so he let us continue). When we got to the airport we were dumped outside again without any guidance. We managed to find the Biman transfers desk and I also managed to find a decent wheelchair assistant to help my mother. The flight was then delayed by 5 hours, there was no apology from Biman, there was no refreshment vouchers for the inconvenience.  Most of the passengers behave like animals on the flight, they have no common courtesy for fellow human beings. No respect for the flight attendants and absolutely no manners.The only thing good about the flight was there was no turbulence.The only reason people take Biman is due to the fact that it goes direct to Sylhet. I would recommend traveling with any middle eastern airline to Dhaka if you are going on a holiday. Thank you Biman for the worst airline experience ever. You never fail to disappoint. ",1,due fly back heathrow sylhet via dhaka domestic flight operated biman got cancelled asked u take flight day sylhet dhaka advised would put u hotel night international flight day travelling elderly mother wife mother need wheelchair multiple operation knee unable walk long distance got dhaka airport wheelchair available mum got find someone assist u bangladesh everything come price pay eventually found take multiple minivan along passenger hotel wheelchair advisor left u outside airport guidance biman representative struggled get mother vehicle crammed people like tin sardine next day coming back dhaka airport also got stopped police minivan driver proper paper work drive police man paid driver let u continue got airport dumped outside without guidance managed find biman transfer desk also managed find decent wheelchair assistant help mother flight delayed hour apology biman refreshment voucher inconvenience passenger behave like animal flight common courtesy fellow human being respect flight attendant absolutely mannersthe thing good flight turbulencethe reason people take biman due fact go direct sylhet would recommend traveling middle eastern airline dhaka going holiday thank biman worst airline experience ever never fail disappoint
"I had a nice flight on biman. The cabin was neat and clean. The airconditioning was very good, I needed a blanket. The piloting of the plane was smooth except some turbulence during landing. The food was alright and ample in quantity. The crew was polite. All in all a satisfactory flight. I would fly Biman again if I travel to Singapore. ",2,nice flight biman cabin neat clean airconditioning good needed blanket piloting plane smooth except turbulence landing food alright ample quantity crew polite satisfactory flight would fly biman travel singapore
We made a last minute plan to go to cox's bazaar and had a tough time to find any means of travel to go there. All flights were booked and there was only biman flight left. We took the tickets and the service during ticket booking and onboard service was really good.,2,made last minute plan go cox bazaar tough time find mean travel go flight booked biman flight left took ticket service ticket booking onboard service really good
The flight was about 30 minutes long. Tasty on-board meal was provided. IFE seemed to be disabled throughout the flight. Me and my nephews really enjoyed the 777-300ER experience.,2,flight minute long tasty onboard meal provided ife seemed disabled throughout flight nephew really enjoyed er experience
"Although Biman has many criticisms about the service, mainly for lack of on time departures, the flight I took to KL from Dhaka was fine. The plane was new and clean. Service was ok, food was tasty, although portion was less. The reason the flights are sometime delayed is due to the lack of planes in the fleet. Any delay due to bad weather or mechanical issues cascades to many other flights. If the fare is low and schedule is convenient than other airlines, I would fly Biman again. ",0,although biman many criticism service mainly lack time departure flight took kl dhaka fine plane new clean service ok food tasty although portion less reason flight sometime delayed due lack plane fleet delay due bad weather mechanical issue cascade many flight fare low schedule convenient airline would fly biman
"Travelled for a few weeks to BD with Biman Airlines.Had a pleasant journey this time around! Service was better than last time including the food which was better quality too.ALSO TO POINT OUT THE AIR HOSTESS DID HAVE A SMILE ON THEIR FACES WHICH WAS REFRESHING Plane was fairly empty both ways returning back. Hence maybe why the staff were maybe more chilled out.However improvements are required on service, food, hospitality, hygiene levels on the plane and staff few training issues dealing with passengers.Also to back the staff, a long hard training is required to educate and change customer behaviour for atleast 70% of the Biman passengers.Keep up the good work.",2,travelled week bd biman airlineshad pleasant journey time around service better last time including food better quality tooalso point air hostess smile face refreshing plane fairly empty way returning back hence maybe staff maybe chilled outhowever improvement required service food hospitality hygiene level plane staff training issue dealing passengersalso back staff long hard training required educate change customer behaviour atleast biman passengerskeep good work
"There are many complaints about this airline. I've taken multiple flights, both domestic and international and have seen both best and worse. Worse thing would be flight delays and not so helpful staffs and best things would be friendly helpful staffs with on time flight with nice experiences. So bottom line is, it's not really certain that what kind of service you're going to get. Though things are starting to improve recently in my experience.",0,many complaint airline ive taken multiple flight domestic international seen best worse worse thing would flight delay helpful staff best thing would friendly helpful staff time flight nice experience bottom line really certain kind service youre going get though thing starting improve recently experience
"It was of the worst experience I got in my life. Even though it was my first international flight I was not under god`s grace. I had to wait for about 20-25 minz after getting down from the delivery bus to enter the flight since nobody took over the seating and it was same like a Railway Station. The problem are the people and how they treat the flight like their own property. Using slangs in front of ladies plus inclining the seat at every sec. Plus there was half eaten peanut packets in the back seat pockets. In one word, Bad complete Bad",1,worst experience got life even though first international flight god grace wait minz getting delivery bus enter flight since nobody took seating like railway station problem people treat flight like property using slang front lady plus inclining seat every sec plus half eaten peanut packet back seat pocket one word bad complete bad
"It would be fair to say that Bangladesh Biman are trying to make the sort of improvements which are needed if they are to attract a more diverse passenger group and shake off their reputation for delays and poor customer service. My flight out from LHR left 30 mins late although did arrive on time in Dhaka, via Sylhet, and overall the attitude and performance of the cabin crew were good. The return journey was quite the opposite, with delayed flight and no apology or clear announcements - disinterested cabin staff and unattractive menu. Disappointing that they cannot organise priority boarding for business class passengers. Key problem for Biman is they they simply cannot provide consistency or continuity in standards and your never entirely sure or confident about what quality and standard of journey it will prove to be. They really must have a more corporate strategy if they are ever to deliver a comparable brand and service to most other flying in/out of Dhaka. One of its strong points are the direct flight to/from LHR and good value for money on a business/executive class ticket.",0,would fair say bangladesh biman trying make sort improvement needed attract diverse passenger group shake reputation delay poor customer service flight lhr left min late although arrive time dhaka via sylhet overall attitude performance cabin crew good return journey quite opposite delayed flight apology clear announcement disinterested cabin staff unattractive menu disappointing organise priority boarding business class passenger key problem biman simply provide consistency continuity standard never entirely sure confident quality standard journey prove really must corporate strategy ever deliver comparable brand service flying inout dhaka one strong point direct flight tofrom lhr good value money businessexecutive class ticket
Excellent in flight service and comfortable seat. No priority boarding and hence queue with all the economy passengers for boarding. No fast track pass for faster immigration upon arrival.,0,excellent flight service comfortable seat priority boarding hence queue economy passenger boarding fast track pas faster immigration upon arrival
Although a 5 hour flight is certainly not a long one but is enough to tire one out after a hectic couple of days at Singapore. Its like your job is over you are on lower stress zone and want to get a relaxed few hours as you fly back home. Biman is in a way home in the air for Bangladeshis. The flight attendants did their best to give a good service. There was a sincere effort and I for one appreciated that. The food was regional with a choices. I am not sure which particular aircraft model we flew but the seats didnt recline as much as I would have wanted it to. For the difference in fare from Economy the quality of seats did nnot justify the fare. I would have been happier if the fare was 15% less closer to what the private sector Bangladeshi carriers charge.I would have rated 'very good' but the fare pricing reduces them to a lower value for many and therefore Average - 3 star.,1,although hour flight certainly long one enough tire one hectic couple day singapore like job lower stress zone want get relaxed hour fly back home biman way home air bangladeshi flight attendant best give good service sincere effort one appreciated food regional choice sure particular aircraft model flew seat didnt recline much would wanted difference fare economy quality seat nnot justify fare would happier fare less closer private sector bangladeshi carrier chargei would rated good fare pricing reduces lower value many therefore average star
"Last I traveled by this airline from Dhaka to Bangkok made two hours late departure, for which I missed my Pattaya trip on that day. In flight service is average. Food was good, smooth take off and Landing. Except timing overall not bad experience.",0,last traveled airline dhaka bangkok made two hour late departure missed pattaya trip day flight service average food good smooth take landing except timing overall bad experience
"It was on time. The boarding bus was very much old and never seen this kind of bus in airlines service but for a short time it was ok. The crews did not provide us food as it was Ramadan. Only children got meal. It was also not seen before. The good this was fast boarding, on time flight and nice landing.",2,time boarding bus much old never seen kind bus airline service short time ok crew provide u food ramadan child got meal also seen good fast boarding time flight nice landing
"As it's the state owned airlines, I didn't expect much from this airline. Btw, the aircraft is good, but the atmosphere and service are not up to the mark. infact, bad. The interior and crews looked like 80s :D",1,state owned airline didnt expect much airline btw aircraft good atmosphere service mark infact bad interior crew looked like
"This airline is a joke, even the office in kathmandu seems be stuck in the 90`s, price is cheap but lack of safety, organization, nothing is really taken serious. I urge brazilians to think twice before booking them. Plane also old but at least crew were friendly.",0,airline joke even office kathmandu seems stuck price cheap lack safety organization nothing really taken serious urge brazilian think twice booking plane also old least crew friendly
Worst Airline ever. They delay on every flight. The whole flight was terrible it's self they are horrible to passengers I don't like this airline,1,worst airline ever delay every flight whole flight terrible self horrible passenger dont like airline
Biman was delayed for 2 hours 30 minutes. When we boarded on the plane I was separated from my wife and child. The toilets were poor in heigyne. The food was revolting. The air hostess were mean. I feel like they been forced to serve us. If you ask for something they don't do anything. They don't have a smile at all at the destination you're flying to.,1,biman delayed hour minute boarded plane separated wife child toilet poor heigyne food revolting air hostess mean feel like forced serve u ask something dont anything dont smile destination youre flying
I had to travel 3 times for the past 3 years in International flights. Not a single time I have felt it has developed even 1% than last time. Negative sides of this Airlines is endless to be mentioned. It's better to withdraw International Flight facility until they come up with something better.,1,travel time past year international flight single time felt developed even last time negative side airline endless mentioned better withdraw international flight facility come something better
